
(0.34, -0.28, 0.90), (0.00, 1.00, 0.00), (0.16, 0.31, 0.94), (-0.49, 0.84, -0.23), (-0.59, 0.81, -0.06)
(0.19, -0.21, 0.96), (-0.14, 0.96, -0.24), (0.24, 0.25, 0.94), (-0.47, 0.87, -0.13), (-0.50, 0.85, -0.13)
(0.20, -0.31, 0.93), (0.00, 0.97, 0.26), (0.17, 0.28, 0.95), (-0.44, 0.68, 0.58), (-0.51, 0.80, 0.30)
(0.24, -0.31, 0.92), (-0.14, 0.92, 0.37), (-0.08, 0.57, 0.82), (-0.57, 0.78, 0.26), (-0.64, 0.74, 0.23)
(0.17, -0.31, 0.94), (-0.13, 0.99, -0.09), (0.22, 0.15, 0.96), (-0.48, 0.88, -0.02), (-0.56, 0.83, 0.00)
(0.02, -0.37, 0.93), (0.43, 0.16, 0.89), (-0.43, 0.90, -0.13), (-0.43, 0.79, -0.43), (-0.61, 0.78, -0.15)
(0.03, -0.55, 0.84), (0.19, 0.96, 0.21), (0.12, 0.17, 0.98), (-0.43, 0.90, 0.02), (-0.46, 0.86, 0.21)
(-0.03, -0.49, 0.87), (0.11, 0.97, 0.24), (0.26, 0.09, 0.96), (-0.41, 0.81, 0.41), (-0.47, 0.77, 0.43)
(0.11, -0.42, 0.90), (-0.03, 0.97, 0.25), (0.15, 0.25, 0.96), (-0.52, 0.80, 0.30), (-0.50, 0.75, 0.42)
(0.00, -0.55, 0.83), (0.24, 0.90, 0.36), (0.13, 0.12, 0.98), (-0.40, 0.90, 0.16), (-0.44, 0.85, 0.30)
(-0.04, -0.56, 0.83), (0.25, 0.92, 0.31), (0.13, 0.14, 0.98), (-0.33, 0.93, 0.19), (-0.44, 0.83, 0.35)
(0.00, -0.50, 0.86), (0.24, 0.92, 0.32), (0.15, 0.10, 0.98), (-0.42, 0.89, 0.17), (-0.46, 0.81, 0.35)
(0.02, -0.49, 0.87), (0.20, 0.94, 0.27), (0.14, 0.12, 0.98), (-0.43, 0.89, 0.13), (-0.46, 0.83, 0.32)
(0.03, -0.49, 0.87), (0.18, 0.95, 0.24), (0.13, 0.13, 0.98), (-0.43, 0.90, 0.09), (-0.45, 0.84, 0.29)
(0.03, -0.50, 0.87), (0.18, 0.95, 0.24), (0.13, 0.13, 0.98), (-0.44, 0.89, 0.12), (-0.45, 0.83, 0.31)
(0.06, -0.48, 0.88), (0.14, 0.97, 0.21), (0.15, 0.15, 0.98), (-0.45, 0.89, 0.08), (-0.47, 0.84, 0.27)
(0.22, -0.98, 0.02), (-0.66, -0.40, -0.63), (0.58, -0.62, 0.53), (-0.48, -0.14, -0.87), (-0.39, -0.10, -0.92)
(-0.21, -0.59, 0.78), (0.12, 0.76, 0.63), (-0.32, 0.92, 0.22), (-0.52, 0.83, -0.21), (-0.66, 0.75, 0.08)
(-0.20, -0.44, 0.87), (0.23, 0.82, 0.53), (0.21, 0.30, 0.93), (-0.35, 0.93, -0.08), (-0.43, 0.89, 0.18)
(0.02, -0.25, 0.97), (0.27, 0.77, 0.58), (0.03, 0.28, 0.96), (-0.39, 0.92, -0.11), (-0.47, 0.87, 0.17)
(0.01, -0.25, 0.97), (0.27, 0.77, 0.58), (0.04, 0.27, 0.96), (-0.39, 0.91, -0.11), (-0.46, 0.87, 0.16)
(-0.38, -0.61, 0.69), (-0.03, 0.90, 0.43), (-0.04, 0.41, 0.91), (-0.60, 0.79, -0.15), (-0.56, 0.82, 0.12)
(-0.35, -0.62, 0.70), (0.03, 0.86, 0.51), (0.04, 0.37, 0.93), (-0.56, 0.81, -0.14), (-0.49, 0.86, 0.14)
(-0.29, -0.62, 0.73), (0.21, 0.78, 0.59), (0.12, 0.27, 0.95), (-0.45, 0.88, -0.16), (-0.44, 0.88, 0.19)
(-0.23, -0.62, 0.75), (0.17, 0.78, 0.60), (0.10, 0.35, 0.93), (-0.45, 0.86, -0.24), (-0.49, 0.86, 0.13)
(-0.19, -0.57, 0.80), (0.34, 0.62, 0.70), (0.11, 0.30, 0.95), (-0.39, 0.90, -0.19), (-0.43, 0.88, 0.18)
(-0.18, -0.56, 0.81), (0.38, 0.58, 0.72), (0.13, 0.28, 0.95), (-0.36, 0.92, -0.17), (-0.41, 0.89, 0.20)
(0.62, -0.02, 0.79), (0.39, -0.61, -0.68), (0.57, -0.58, 0.58), (0.32, -0.11, -0.94), (0.49, -0.04, -0.87)
(0.67, -0.01, 0.74), (0.39, -0.59, -0.71), (0.60, -0.63, 0.49), (0.24, -0.07, -0.97), (0.44, -0.02, -0.90)
(0.83, 0.09, 0.54), (0.07, -0.73, -0.68), (0.60, -0.64, 0.49), (-0.17, -0.07, -0.98), (0.10, -0.13, -0.99)
(0.76, 0.06, 0.64), (0.20, -0.75, -0.63), (0.43, -0.72, 0.54), (-0.11, -0.07, -0.99), (0.13, -0.22, -0.97)
(0.74, 0.03, 0.67), (0.20, -0.78, -0.60), (0.35, -0.73, 0.59), (-0.08, -0.09, -0.99), (0.19, -0.28, -0.94)
(0.71, 0.04, 0.70), (0.22, -0.81, -0.54), (0.31, -0.74, 0.59), (-0.04, -0.17, -0.98), (0.23, -0.37, -0.90)
(0.68, 0.03, 0.73), (0.20, -0.80, -0.57), (0.26, -0.77, 0.58), (0.04, -0.20, -0.98), (0.30, -0.38, -0.88)
(0.65, 0.00, 0.76), (0.21, -0.90, -0.38), (0.19, -0.79, 0.59), (0.04, -0.22, -0.97), (0.33, -0.43, -0.84)
(0.64, -0.01, 0.77), (0.25, -0.92, -0.30), (0.16, -0.79, 0.59), (0.03, -0.23, -0.97), (0.31, -0.44, -0.85)
(0.66, 0.03, 0.75), (0.18, -0.83, -0.53), (0.23, -0.79, 0.57), (0.04, -0.21, -0.98), (0.31, -0.39, -0.87)
(0.70, 0.05, 0.71), (0.20, -0.76, -0.62), (0.34, -0.76, 0.56), (0.02, -0.11, -0.99), (0.28, -0.29, -0.91)
(0.74, -0.01, 0.67), (0.26, -0.62, -0.74), (0.55, -0.69, 0.47), (0.04, -0.05, -1.00), (0.33, -0.11, -0.94)
(0.76, 0.02, 0.65), (0.23, -0.63, -0.74), (0.65, -0.56, 0.51), (0.07, -0.08, -0.99), (0.34, -0.07, -0.94)
(0.75, -0.08, 0.65), (0.21, -0.60, -0.77), (0.73, -0.53, 0.43), (0.10, 0.01, -1.00), (0.30, -0.03, -0.95)
(0.74, -0.03, 0.68), (0.05, -0.43, -0.90), (0.79, -0.48, 0.38), (0.01, 0.14, -0.99), (0.31, 0.08, -0.95)
(0.44, -0.17, 0.88), (0.32, -0.15, -0.93), (0.92, -0.28, 0.29), (0.13, 0.34, -0.93), (0.27, 0.36, -0.89)
(0.02, -0.40, 0.92), (0.10, 0.95, 0.30), (0.23, 0.22, 0.95), (-0.31, 0.94, -0.18), (-0.40, 0.92, -0.01)
(-0.05, -0.46, 0.89), (0.07, 0.94, 0.33), (0.22, 0.24, 0.95), (-0.36, 0.91, -0.20), (-0.43, 0.90, -0.04)
(-0.07, -0.49, 0.87), (0.08, 0.94, 0.34), (0.22, 0.25, 0.94), (-0.37, 0.91, -0.20), (-0.43, 0.90, -0.02)
(-0.07, -0.49, 0.87), (0.10, 0.94, 0.33), (0.23, 0.27, 0.93), (-0.37, 0.91, -0.18), (-0.43, 0.90, -0.02)
(-0.10, -0.53, 0.84), (0.12, 0.94, 0.31), (0.24, 0.26, 0.93), (-0.40, 0.91, -0.14), (-0.48, 0.88, -0.04)
(-0.17, -0.48, 0.86), (0.30, 0.86, 0.42), (0.31, 0.28, 0.91), (-0.27, 0.93, -0.24), (-0.34, 0.93, -0.12)
(0.13, -0.29, 0.95), (0.69, 0.66, -0.30), (0.58, 0.16, 0.80), (0.39, 0.79, -0.47), (0.40, 0.90, -0.16)
(0.06, -0.20, 0.98), (0.72, 0.62, -0.31), (0.68, 0.16, 0.72), (0.38, 0.75, -0.55), (0.42, 0.88, -0.24)
(-0.16, -0.28, 0.95), (0.38, 0.77, 0.50), (0.49, 0.16, 0.86), (0.21, 0.98, -0.07), (0.06, 0.98, 0.18)
(-0.21, -0.61, 0.76), (0.18, 0.65, 0.73), (0.26, 0.09, 0.96), (-0.41, 0.64, 0.65), (-0.50, 0.67, 0.55)
(-0.18, -0.62, 0.77), (0.13, 0.80, 0.58), (0.24, 0.19, 0.95), (-0.47, 0.86, 0.22), (-0.55, 0.77, 0.32)
(-0.13, -0.60, 0.79), (0.10, 0.96, 0.26), (0.19, 0.33, 0.92), (-0.46, 0.86, -0.21), (-0.54, 0.84, 0.01)
(-0.13, -0.59, 0.80), (0.11, 0.94, 0.33), (0.17, 0.33, 0.93), (-0.41, 0.88, -0.23), (-0.49, 0.87, 0.04)
(-0.03, -0.37, 0.93), (0.07, 0.80, 0.59), (0.20, 0.26, 0.94), (-0.31, 0.91, -0.27), (-0.43, 0.90, -0.08)
(-0.09, -0.39, 0.92), (0.05, 0.71, 0.70), (0.27, 0.11, 0.96), (-0.07, 0.97, -0.25), (-0.25, 0.97, -0.04)
(-0.12, -0.40, 0.91), (0.17, 0.67, 0.72), (0.29, 0.16, 0.94), (-0.02, 0.97, -0.23), (-0.13, 0.99, 0.04)
(-0.22, -0.45, 0.86), (0.26, 0.58, 0.77), (0.31, 0.20, 0.93), (0.02, 0.99, -0.15), (-0.08, 0.98, 0.19)
(-0.08, -0.47, 0.88), (0.33, 0.78, 0.53), (0.32, 0.20, 0.93), (0.08, 0.98, -0.17), (0.00, 0.98, 0.18)
(-0.06, -0.44, 0.90), (0.13, 0.76, 0.64), (0.23, 0.25, 0.94), (-0.24, 0.96, -0.16), (-0.37, 0.92, 0.10)
(-0.14, -0.61, 0.78), (0.26, 0.61, 0.75), (0.20, 0.28, 0.94), (-0.39, 0.43, 0.82), (-0.51, 0.62, 0.59)
(-0.07, -0.58, 0.81), (0.26, 0.55, 0.80), (0.19, 0.31, 0.93), (-0.32, 0.46, 0.83), (-0.38, 0.60, 0.70)
(-0.02, -0.57, 0.82), (0.30, 0.53, 0.80), (0.26, 0.25, 0.93), (-0.18, 0.41, 0.89), (-0.26, 0.60, 0.75)
(-0.11, -0.57, 0.81), (0.29, 0.60, 0.75), (0.22, 0.33, 0.92), (-0.45, 0.65, 0.61), (-0.51, 0.68, 0.52)
(-0.11, -0.58, 0.80), (0.27, 0.86, 0.44), (0.05, 0.68, 0.73), (-0.54, 0.84, 0.12), (-0.59, 0.75, 0.29)
(0.02, -0.50, 0.86), (0.18, 0.88, 0.44), (0.25, 0.35, 0.91), (-0.42, 0.89, -0.18), (-0.44, 0.90, -0.04)
(-0.18, -0.38, 0.91), (0.37, 0.82, 0.43), (0.34, 0.38, 0.86), (-0.21, 0.96, -0.18), (-0.27, 0.96, 0.03)
(-0.25, -0.35, 0.90), (0.20, 0.95, 0.23), (0.08, 0.77, 0.64), (-0.49, 0.82, -0.31), (-0.51, 0.85, -0.09)
(-0.17, -0.39, 0.91), (0.27, 0.93, 0.24), (0.26, 0.55, 0.80), (-0.36, 0.88, -0.30), (-0.42, 0.90, -0.12)
(0.16, -0.43, 0.89), (0.08, 0.99, 0.11), (-0.14, 0.97, 0.22), (-0.46, 0.83, -0.30), (-0.57, 0.81, -0.14)
(0.30, -0.25, 0.92), (0.21, 0.89, 0.41), (0.21, 0.58, 0.78), (-0.26, 0.94, -0.21), (-0.40, 0.92, -0.04)
(0.31, -0.31, 0.90), (0.10, 0.98, 0.16), (0.34, 0.24, 0.91), (-0.26, 0.91, -0.31), (-0.39, 0.91, -0.15)
(0.23, -0.36, 0.90), (0.12, 0.98, 0.15), (0.29, 0.22, 0.93), (-0.30, 0.91, -0.27), (-0.40, 0.91, -0.07)
(0.13, -0.39, 0.91), (0.18, 0.94, 0.30), (0.27, 0.21, 0.94), (-0.23, 0.94, -0.26), (-0.37, 0.93, 0.02)
(0.15, -0.42, 0.90), (0.12, 0.95, 0.29), (0.27, 0.23, 0.93), (-0.25, 0.94, -0.25), (-0.39, 0.92, 0.06)
(0.16, -0.41, 0.90), (0.08, 0.99, -0.08), (0.32, 0.32, 0.89), (-0.30, 0.90, -0.30), (-0.42, 0.89, -0.18)
(0.17, -0.48, 0.86), (-0.15, 0.96, -0.22), (0.34, 0.32, 0.89), (-0.42, 0.85, -0.30), (-0.46, 0.84, -0.27)
(0.16, -0.46, 0.87), (-0.19, 0.96, -0.23), (0.32, 0.34, 0.89), (-0.45, 0.85, -0.29), (-0.52, 0.82, -0.23)
(0.22, -0.45, 0.86), (-0.03, 0.96, -0.28), (0.36, 0.37, 0.86), (-0.37, 0.86, -0.35), (-0.39, 0.88, -0.29)
(0.27, -0.43, 0.86), (0.08, 0.99, 0.13), (0.25, 0.37, 0.90), (-0.40, 0.89, -0.21), (-0.48, 0.88, -0.01)
(0.12, -0.44, 0.89), (0.15, 0.95, 0.28), (0.36, 0.21, 0.91), (-0.19, 0.92, -0.34), (-0.31, 0.95, -0.10)
(0.04, -0.44, 0.90), (0.33, 0.82, 0.47), (0.33, 0.16, 0.93), (-0.04, 0.99, -0.11), (-0.10, 0.98, 0.18)
(0.01, -0.45, 0.89), (0.31, 0.86, 0.41), (0.34, 0.19, 0.92), (-0.04, 0.98, -0.21), (-0.10, 0.99, 0.13)
(-0.01, -0.45, 0.89), (0.35, 0.86, 0.36), (0.36, 0.20, 0.91), (0.01, 0.97, -0.24), (-0.05, 0.99, 0.11)
(0.09, -0.46, 0.88), (0.23, 0.94, 0.26), (0.38, 0.23, 0.89), (-0.03, 0.98, -0.17), (-0.16, 0.97, 0.19)
(0.31, -0.41, 0.86), (0.03, 0.99, 0.10), (0.30, 0.36, 0.88), (-0.43, 0.84, -0.32), (-0.54, 0.84, -0.09)
(0.18, -0.40, 0.90), (0.16, 0.98, -0.07), (0.39, 0.37, 0.84), (-0.39, 0.87, -0.30), (-0.45, 0.87, -0.20)
(0.23, -0.44, 0.87), (-0.01, 0.98, -0.20), (0.43, 0.32, 0.84), (-0.43, 0.90, -0.08), (-0.43, 0.89, -0.13)
(0.21, -0.36, 0.91), (0.15, 0.96, 0.26), (0.39, 0.30, 0.87), (-0.42, 0.86, 0.30), (-0.51, 0.83, 0.20)
(0.10, -0.43, 0.90), (0.02, 1.00, 0.09), (0.42, 0.24, 0.88), (-0.42, 0.89, 0.18), (-0.50, 0.86, 0.11)
(0.10, -0.47, 0.87), (0.04, 1.00, -0.08), (0.38, 0.31, 0.87), (-0.35, 0.90, -0.27), (-0.42, 0.90, -0.13)
(0.12, -0.42, 0.90), (0.25, 0.87, 0.42), (0.33, 0.17, 0.93), (-0.17, 0.94, -0.29), (-0.28, 0.96, -0.04)
(0.03, -0.43, 0.90), (0.37, 0.80, 0.47), (0.35, 0.15, 0.93), (-0.01, 0.99, -0.17), (-0.06, 0.99, 0.15)
(0.05, -0.45, 0.89), (0.32, 0.90, 0.28), (0.35, 0.21, 0.91), (0.01, 0.97, -0.26), (-0.06, 1.00, 0.08)
