
(0.57, -0.45, 0.69), (0.54, -0.05, 0.84), (0.19, -0.53, -0.82), (0.48, -0.71, -0.51), (0.61, -0.43, 0.67)
(0.48, -0.52, 0.71), (0.52, -0.07, 0.85), (0.11, -0.50, -0.86), (0.33, -0.57, -0.76), (0.56, -0.47, 0.68)
(0.35, -0.55, 0.76), (0.43, 0.00, 0.90), (0.00, -0.42, -0.91), (0.27, -0.39, -0.88), (0.46, -0.50, 0.73)
(0.25, -0.52, 0.82), (0.43, -0.05, 0.90), (-0.01, -0.42, -0.91), (0.31, -0.41, -0.86), (0.43, -0.51, 0.74)
(0.21, -0.55, 0.81), (0.40, -0.06, 0.92), (-0.01, -0.39, -0.92), (0.33, -0.39, -0.86), (0.37, -0.51, 0.78)
(0.08, -0.60, 0.79), (0.37, -0.12, 0.92), (-0.09, -0.34, -0.94), (0.18, -0.36, -0.92), (0.29, -0.59, 0.76)
(-0.02, -0.60, 0.80), (0.35, -0.17, 0.92), (-0.08, -0.34, -0.94), (0.18, -0.41, -0.89), (0.22, -0.58, 0.78)
(-0.06, -0.62, 0.78), (0.32, -0.17, 0.93), (-0.07, -0.37, -0.92), (0.19, -0.52, -0.84), (0.16, -0.58, 0.80)
(-0.01, -0.60, 0.80), (0.36, -0.14, 0.92), (-0.07, -0.36, -0.93), (0.19, -0.45, -0.87), (0.22, -0.58, 0.78)
(0.12, -0.50, 0.86), (0.39, -0.10, 0.91), (-0.01, -0.39, -0.92), (0.30, -0.43, -0.85), (0.35, -0.52, 0.78)
(0.17, 0.10, 0.98), (0.09, -0.07, 0.99), (-0.24, 0.73, -0.64), (-0.36, 0.93, -0.03), (0.13, 0.20, 0.97)
(0.20, 0.10, 0.98), (0.13, -0.10, 0.99), (-0.24, 0.72, -0.65), (-0.33, 0.94, 0.00), (0.16, 0.22, 0.96)
(0.15, 0.00, 0.99), (0.14, -0.33, 0.93), (-0.24, 0.83, -0.51), (-0.23, 0.89, 0.40), (0.28, -0.06, 0.96)
(0.15, 0.00, 0.99), (0.15, -0.32, 0.94), (-0.24, 0.83, -0.51), (-0.22, 0.90, 0.38), (0.28, -0.04, 0.96)
(0.40, 0.21, 0.89), (0.18, 0.12, 0.98), (-0.25, 0.62, -0.75), (-0.46, 0.82, -0.34), (0.08, 0.63, 0.77)
(0.42, 0.28, 0.86), (0.16, 0.15, 0.98), (-0.29, 0.60, -0.75), (-0.49, 0.80, -0.35), (0.03, 0.70, 0.71)
(0.41, 0.65, 0.64), (0.23, 0.46, 0.86), (-0.36, 0.68, -0.64), (-0.53, 0.68, -0.51), (-0.52, 0.84, -0.19)
(0.32, 0.76, 0.57), (0.16, 0.46, 0.87), (-0.11, 0.99, -0.12), (-0.46, 0.83, -0.33), (-0.49, 0.85, -0.22)
(0.36, 0.73, 0.58), (0.17, 0.45, 0.87), (-0.24, 0.87, -0.44), (-0.51, 0.71, -0.48), (-0.51, 0.81, -0.28)
(0.36, 0.18, 0.92), (0.19, 0.00, 0.98), (-0.23, 0.62, -0.75), (-0.40, 0.91, -0.15), (0.18, 0.40, 0.90)
(0.30, 0.18, 0.94), (0.16, -0.01, 0.99), (-0.22, 0.70, -0.68), (-0.37, 0.92, -0.11), (0.20, 0.34, 0.92)
(0.29, 0.18, 0.94), (0.15, 0.00, 0.99), (-0.22, 0.69, -0.69), (-0.35, 0.93, -0.14), (0.21, 0.32, 0.92)
(0.23, 0.11, 0.97), (0.18, -0.08, 0.98), (-0.23, 0.71, -0.66), (-0.31, 0.94, 0.14), (0.32, 0.23, 0.92)
(0.33, 0.05, 0.94), (0.37, -0.08, 0.93), (-0.30, 0.86, -0.42), (-0.31, 0.90, 0.31), (0.57, 0.23, 0.79)
(0.58, 0.15, 0.80), (0.51, -0.15, 0.85), (-0.37, 0.82, -0.43), (-0.41, 0.90, 0.13), (0.61, 0.43, 0.67)
(0.60, 0.16, 0.78), (0.50, -0.14, 0.85), (-0.39, 0.78, -0.49), (-0.44, 0.90, 0.04), (0.57, 0.47, 0.67)
(0.58, 0.16, 0.80), (0.45, -0.10, 0.89), (-0.42, 0.75, -0.51), (-0.48, 0.88, -0.02), (0.51, 0.45, 0.73)
(0.18, 0.08, 0.98), (0.03, -0.11, 0.99), (-0.25, 0.60, -0.76), (-0.32, 0.95, 0.06), (0.38, 0.23, 0.90)
(-0.06, 0.17, 0.98), (0.02, -0.22, 0.97), (0.01, 0.78, -0.63), (-0.09, 0.99, 0.12), (0.36, 0.10, 0.93)
(-0.14, 0.20, 0.97), (-0.05, -0.24, 0.97), (0.05, 0.80, -0.60), (-0.04, 0.99, 0.13), (0.35, 0.04, 0.94)
(-0.09, 0.21, 0.97), (-0.05, -0.24, 0.97), (0.06, 0.80, -0.60), (0.03, 0.97, 0.23), (0.33, 0.09, 0.94)
(-0.14, 0.21, 0.97), (-0.03, -0.24, 0.97), (0.06, 0.78, -0.63), (-0.03, 0.99, 0.10), (0.36, 0.13, 0.92)
(0.25, 0.16, 0.96), (0.12, -0.07, 0.99), (-0.24, 0.68, -0.69), (-0.43, 0.88, -0.20), (0.36, 0.29, 0.89)
(0.30, 0.13, 0.94), (0.29, 0.06, 0.95), (-0.33, 0.74, -0.59), (-0.49, 0.85, 0.21), (0.29, 0.38, 0.88)
(0.36, 0.14, 0.92), (0.32, 0.03, 0.95), (-0.34, 0.75, -0.57), (-0.46, 0.85, 0.24), (0.34, 0.38, 0.86)
(0.71, 0.06, 0.70), (0.32, -0.18, 0.93), (0.28, 0.66, -0.69), (0.64, 0.76, 0.09), (0.78, 0.23, 0.58)
(0.68, 0.11, 0.73), (0.34, -0.17, 0.93), (0.30, 0.65, -0.70), (0.65, 0.75, 0.08), (0.79, 0.20, 0.58)
(0.65, 0.14, 0.75), (0.34, -0.15, 0.93), (0.23, 0.65, -0.72), (0.55, 0.83, -0.02), (0.78, 0.22, 0.59)
(0.62, 0.17, 0.76), (0.34, -0.14, 0.93), (0.22, 0.67, -0.71), (0.52, 0.86, -0.02), (0.77, 0.24, 0.59)
(0.39, -0.62, 0.68), (0.51, -0.18, 0.84), (0.15, -0.39, -0.91), (0.40, -0.43, -0.81), (0.46, -0.54, 0.71)
(0.45, -0.59, 0.67), (0.48, -0.18, 0.86), (0.20, -0.39, -0.90), (0.43, -0.43, -0.79), (0.48, -0.53, 0.70)
(0.47, -0.58, 0.66), (0.48, -0.19, 0.85), (0.20, -0.40, -0.90), (0.42, -0.42, -0.80), (0.50, -0.51, 0.70)
(0.48, -0.58, 0.66), (0.47, -0.18, 0.86), (0.21, -0.40, -0.89), (0.43, -0.43, -0.80), (0.52, -0.50, 0.69)
(0.45, -0.57, 0.68), (0.51, -0.20, 0.84), (0.19, -0.46, -0.87), (0.41, -0.51, -0.76), (0.49, -0.50, 0.72)
(0.41, -0.60, 0.68), (0.45, -0.17, 0.87), (0.23, -0.40, -0.89), (0.44, -0.43, -0.79), (0.41, -0.54, 0.73)
(0.39, -0.60, 0.70), (0.43, -0.18, 0.88), (0.27, -0.40, -0.88), (0.46, -0.41, -0.79), (0.41, -0.52, 0.75)
(0.42, -0.60, 0.68), (0.44, -0.17, 0.88), (0.28, -0.39, -0.88), (0.47, -0.41, -0.78), (0.44, -0.52, 0.73)
(0.43, -0.60, 0.68), (0.45, -0.18, 0.87), (0.28, -0.39, -0.88), (0.46, -0.42, -0.78), (0.46, -0.51, 0.73)
(0.32, -0.86, 0.39), (0.67, -0.22, 0.71), (-0.22, -0.43, -0.87), (0.01, -0.32, -0.95), (0.40, -0.54, 0.74)
(-0.07, -0.86, 0.51), (0.56, -0.26, 0.79), (-0.40, -0.27, -0.87), (-0.17, -0.41, -0.89), (0.06, -0.81, 0.58)
(-0.09, -0.90, 0.43), (0.52, -0.27, 0.81), (-0.38, -0.23, -0.90), (-0.17, -0.41, -0.90), (0.01, -0.84, 0.54)
(-0.09, -0.90, 0.42), (0.51, -0.27, 0.81), (-0.37, -0.23, -0.90), (-0.17, -0.41, -0.90), (0.00, -0.85, 0.53)
(-0.08, -0.90, 0.42), (0.52, -0.28, 0.81), (-0.37, -0.24, -0.90), (-0.17, -0.41, -0.90), (0.00, -0.85, 0.52)
(-0.04, -0.92, 0.39), (0.51, -0.30, 0.80), (-0.35, -0.25, -0.90), (-0.16, -0.38, -0.91), (0.04, -0.87, 0.49)
(0.34, -0.81, 0.48), (0.63, -0.17, 0.76), (-0.22, -0.36, -0.90), (-0.04, -0.19, -0.98), (0.53, -0.64, 0.56)
(0.38, -0.82, 0.43), (0.64, -0.18, 0.75), (-0.21, -0.39, -0.90), (-0.04, -0.18, -0.98), (0.55, -0.63, 0.56)
(0.70, -0.56, 0.43), (0.73, -0.20, 0.65), (0.07, -0.51, -0.86), (0.60, -0.80, 0.04), (0.81, -0.42, 0.40)
(0.75, -0.52, 0.41), (0.72, -0.19, 0.67), (0.25, -0.59, -0.77), (0.66, -0.70, 0.28), (0.86, -0.38, 0.36)
(0.72, -0.55, 0.42), (0.71, -0.19, 0.68), (0.23, -0.58, -0.78), (0.67, -0.74, 0.09), (0.82, -0.41, 0.40)
(0.48, -0.72, 0.50), (0.68, -0.19, 0.71), (-0.15, -0.42, -0.90), (0.00, -0.21, -0.98), (0.65, -0.56, 0.52)
(0.43, -0.76, 0.49), (0.63, -0.13, 0.76), (-0.17, -0.40, -0.90), (0.01, -0.18, -0.98), (0.59, -0.58, 0.56)
(0.39, -0.76, 0.52), (0.62, -0.15, 0.77), (-0.18, -0.40, -0.90), (0.02, -0.21, -0.98), (0.56, -0.59, 0.58)
(0.37, -0.75, 0.55), (0.60, -0.14, 0.79), (-0.19, -0.39, -0.90), (0.01, -0.23, -0.97), (0.52, -0.60, 0.61)
(0.33, -0.76, 0.57), (0.60, -0.18, 0.78), (-0.21, -0.36, -0.91), (0.04, -0.27, -0.96), (0.48, -0.62, 0.62)
(0.32, -0.76, 0.56), (0.59, -0.18, 0.79), (-0.21, -0.35, -0.91), (0.04, -0.27, -0.96), (0.48, -0.62, 0.62)
(0.32, -0.76, 0.56), (0.58, -0.18, 0.79), (-0.21, -0.35, -0.91), (0.05, -0.27, -0.96), (0.49, -0.62, 0.61)
